"occurrence_no"	"record_type"	"reid_no"	"flags"	"collection_no"	"identified_name"	"identified_rank"	"identified_no"	"difference"	"accepted_name"	"accepted_attr"	"accepted_rank"	"accepted_no"	"early_interval"	"late_interval"	"max_ma"	"min_ma"	"ref_author"	"ref_pubyr"	"reference_no"	"phylum"	"class"	"order"	"family"	"genus"	"plant_organ"	"plant_organ2"	"abund_value"	"abund_unit"	"lng"	"lat"	"occurrence_comments"	"collection_name"	"collection_subset"	"collection_aka"	"cc"	"state"	"county"	"latlng_basis"	"latlng_precision"	"geogscale"	"geogcomments"	"paleomodel"	"paleolng"	"paleolat"	"geoplate"	"cc.1"	"protected"	"formation"	"stratgroup"	"member"	"stratscale"	"zone"	"localsection"	"localbed"	"localorder"	"regionalsection"	"regionalbed"	"regionalorder"	"stratcomments"	"lithdescript"	"lithology1"	"lithadj1"	"lithification1"	"minor_lithology1"	"fossilsfrom1"	"lithology2"	"lithadj2"	"lithification2"	"minor_lithology2"	"fossilsfrom2"	"environment"	"tectonic_setting"	"geology_comments"	"assembl_comps"	"articulated_parts"	"associated_parts"	"common_body_parts"	"rare_body_parts"	"feed_pred_traces"	"artifacts"	"component_comments"	"pres_mode"	"preservation_quality"	"spatial_resolution"	"temporal_resolution"	"lagerstatten"	"concentration"	"orientation"	"abund_in_sediment"	"sorting"	"fragmentation"	"bioerosion"	"encrustation"	"preservation_comments"	"collection_type"	"collection_methods"	"museum"	"collection_coverage"	"collection_size"	"rock_censused"	"collectors"	"collection_dates"	"collection_comments"	"taxonomy_comments"	"taxon_environment"	"environment_basis"	"motility"	"life_habit"	"vision"	"diet"	"reproduction"	"ontogeny"	"ecospace_comments"	"composition"	"architecture"	"thickness"	"reinforcement"
1105125	"occ"	NA	NA	139701	"Ichthyosaurus communis"	"species"	95786	""	"Ichthyosaurus communis"	NA	"species"	95786	"Early Pliensbachian"	""	189.6	183	"Bennett et al."	2012	44917	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-2.96	50.709999	"NHMUK R15907"	"Westhay Water, ichthyosaur site"	NA	""	"UK"	"England"	"Dorset"	"estimated from map"	"2"	"small collection"	"Stonebarrow"	"gp_mid"	14.26	38.94	"315"	"UK"	""	"Charmouth Mudstone"	"Lias"	"Stonebarrow Marls"	"bed"	"polymorphous"	""	""	""	NA	NA	NA	"From bed 110a of Lang et al (1928); near to the extreme low water mark on the wave-cut platform"	""	"marl"	""	""	""	""	"mudstone"	""	""	""	"Y"	"carbonate indet."	""	""	"macrofossils,mesofossils"	"some"	"some"	""	""	NA	NA	""	"body"	"good"	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	"BMNH"	""	""	NA	""	"2004"	"Collected by staff from the Natural History Museum and Lyme Regis Museum"	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1107601	"occ"	NA	NA	140146	"n. gen. Leninia n. sp. stellans"	"species"	260282	""	"Leninia stellans"	NA	"species"	260282	"Early Aptian"	""	125.45	122.46	"Fischer et al."	2013	45247	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Leninia"	NA	NA	1	"specimens"	48.55722	54.098057	"Holotype YKM 65931, an articulated but incomplete skull preserved in three-dimensions"	"Kriushi locality, 2 km southeast from Kriushi village"	NA	""	"RU"	"Ul'yanovsk"	"Sengiley"	"stated in text"	"seconds"	""	"The described material was found on the right bank of the Volga River, 2 km southeast from Kriushi village, Sengiley district of Ulyanovsk Region, Russian Federation.\r\nGeographic coordinates of the site: 54 5' 53.38'' N; 48 33' 25.91'' E"	"gp_mid"	64	42.2	"302"	"RU"	""	""	""	""	""	"Deshayesites volgensis"	""	""	""	NA	NA	NA	"Only a small part of the lower Aptian is exposed in this locality and is contained within the Deshayesites volgensis Zone (Baraboshkin & Mikhailova, 2002)"	"The specimen YKM 65931 was not found in situ but embedded in a large limestone nodule lying on the shoreline. Field observations by I. M. Stenshin & G. N. Uspensky suggest this nodule is similar to those of the ‘upper nodule bed’ and would thus belong to the lower A. matheronianum Zone. This age, based on the biostratigraphy of heteromorph ammonites, is, however, tentative; therefore, we date this specimen with no further precision than Deshayesites volgensis Zone, because the whole section is contained within this zone in the Kriushi area.\r\nA 3 meters-thick unit of homogeneous grey shale of the Ancyloceras matheronianum Zone overlies the dark shale of the V. schilovkensis Zone. The shale contains scattered shell detritus at the bottom, followed by a bed of large to very large (up to 3 meters in diameter) carbonate nodule [this is the horizon of the specimen]. The following monomorph ammonites are present in this part of the section: Deshayesites multicostatus Swinnerton, 1953, D. consubrinoides (Sinzow, 1898), D. sp., Paradeshayesites sengillyensis (Sasonova, 1958), P. similis (Bogdanova, 1991), and P. imitator (Glasunova, 1968), among others. The following heteromorph ammonites are present in this part of the section: Ancyloceras matheronianum d'Orbigny, 1842, Lithancylus aff. grandis (Sowerby, 1829), and L. glebi Michailova & Baraboshkin, 2001"	"\"shale\""	"nodular"	""	"carbonaceous"	"Y"	"\"shale\""	"planar lamination,shelly/skeletal,gray"	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"surface (float),field collection"	""	""	""	NA	""	""	"YKM, Ulyanovsk Regional Museum of Local Lore named after I. A. Goncharov], Ulyanovsk, Ulyanovsk Region, Russian Federation."	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1108332	"occ"	NA	NA	97713	"Guanlingsaurus liangae"	"species"	260671	""	"Guanlingsaurus liangae"	NA	"species"	260671	"Carnian"	""	237	228	"Ji et al."	2013	45323	"Chordata"	"Reptilia"	"Ichthyosauria"	"Shastasauridae"	"Guanlingsaurus"	NA	NA	NA	""	105.199997	25.816668	"GNG dq-50, complete juvenile skeleton"	"Wolonggang"	NA	""	"CN"	"Guizhou"	"Anshun"	"estimated from map"	"minutes"	"outcrop"	"Wolonggang"	"gp_mid"	110.65	1.99	"611"	"CN"	""	"Wayao"	""	"Falang"	"bed"	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	"some"	""	"skulls,partial skulls"	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	"mechanical,survey of museum collection"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1108508	"occ"	NA	NA	79652	"Ophthalmosaurus monocharactus"	"species"	260812	""	"Ophthalmosaurus monocharactus"	NA	"species"	260812	"Early Tithonian"	""	150.8	145	"Fernandez"	2000	45358	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Ophthalmosaurus"	NA	NA	NA	""	-70.199997	-38.833328	"Near-complete specimen"	"Los Catutos"	NA	""	"AR"	"Neuquén"	""	"based on nearby landmark"	"5"	"small collection"	"Los Catutos"	"gp_mid"	-25.7	-46.92	"291"	"AR"	""	"Vaca Muerta"	""	"Las Catutos"	"bed"	"Windhauseniceras internispinosum"	""	""	""	NA	NA	NA	"lower levels of formation"	""	"not reported"	""	""	""	""	""	""	""	""	""	"terrestrial indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1108561	"occ"	NA	NA	140299	"n. gen. Chacaicosaurus n. sp. cayi"	"species"	170896	""	"Chacaicosaurus cayi"	NA	"species"	170896	"Early Bajocian"	""	171.6	168.4	"Gasparini and Fernandez"	2005	45364	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Chacaicosaurus"	NA	NA	NA	""	-70.300003	-39.25	"MOZ 58103 PV - holotype (complete skull with associated forefine, proximal fragment of humerus and femur, atlas, axis, four cervical vertebrae, isolated phalanges)"	"Chacaico Sur-Charahuilla (icthyosaur locality)"	NA	""	"AR"	"Neuquen"	""	"stated in text"	"minutes"	"small collection"	""	"gp_mid"	-21.94	-39.83	"291"	"AR"	""	""	""	""	"bed"	""	""	""	""	NA	NA	NA	""	"\"dark shales and marls\" (Gasparini 1997)"	"not reported"	""	""	""	"Y"	""	""	""	""	"Y"	"marine indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	"rare"	NA	"frequent"	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1108583	"occ"	NA	NA	140303	"Shastasaurus cf. osmonti"	"species"	149931	"subjective synonym of"	"Shastasaurus pacificus"	NA	"species"	149927	"Norian"	""	228	208.5	"Orr and Katsura"	1985	45374	"Chordata"	"Reptilia"	"Ichthyosauria"	"Shastasauridae"	"Shastasaurus"	NA	NA	NA	""	-120.631943	44.523056	"23 articulated vertebrae with intact ribs and neural arches"	"Southern Wallowas (estimated, Shastosaurus locality)"	NA	""	"US"	"Oregon"	"Baker"	"estimated from map"	"seconds"	"small collection"	"Details scant, estimated very roughly from map."	"gp_mid"	-45.02	19.51	"129"	"US"	"FED"	"Martin Bridge"	""	""	"group of beds"	""	""	""	""	NA	NA	NA	""	""	"\"limestone\""	""	""	""	"Y"	""	""	""	""	""	"carbonate indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection"	""	""	""	NA	"University of Oregon Summer Field Camp"	"1981"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1108745	"occ"	NA	NA	122153	"Temnodontosaurus n. sp. risor"	"species"	171153	"subjective synonym of"	"Temnodontosaurus platyodon"	NA	"species"	170869	"Early Sinemurian"	""	196.5	189.6	"McGowan"	1974	45402	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Temnodontosaurus"	NA	NA	1	"specimens"	-2.92	50.732498	"Holotype BMNH 43971, complete skull (precise locality unknown)"	"Lyme Regis unspecified (BMNH)"	NA	""	"UK"	"England"	"Dorset"	"based on nearby landmark"	"4"	"outcrop"	""	"gp_mid"	10.81	37.91	"315"	"UK"	""	""	""	""	"group of beds"	""	""	""	""	NA	NA	NA	"\"Lower Lias\" is only stratigraphic info given, but most fish come from the Bucklandi and Semicostatum zones of the Early Sinemurian, specially the \"Fish Bed\" and \"Fish Bed shales\" - both in the Semicostatum zone, but also from the \"Saurian shales\" and other lower beds in the Bucklandi zone."	""	"not reported"	""	"lithified"	""	""	""	""	""	""	""	"marine indet."	"passive margin"	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	"BMNH"	""	""	NA	""	""	"Includes all BMNH material where \"Lyme Regis\" is the only location information."	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1108747	"occ"	NA	NA	140334	"Temnodontosaurus n. sp. eurycephalus"	"species"	170871	""	"Temnodontosaurus eurycephalus"	NA	"species"	170871	"Early Sinemurian"	""	196.5	189.6	"McGowan"	1974	45402	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Temnodontosaurus"	NA	NA	NA	""	-2.933333	50.716667	"BMNH R1157, isolated skull (holotype)"	"Broad Ledge"	NA	"Grey Ledge"	"UK"	""	"Dorset"	"based on nearby landmark"	"minutes"	"small collection"	"Top of a platform of rocks exposed at low tide, some distance from the eastern jetty, southeast of Church Cliffs"	"gp_mid"	10.81	37.89	"315"	"UK"	""	""	""	""	"group of beds"	"Arietites bucklandi"	""	""	""	NA	NA	NA	""	""	"\"limestone\""	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	"BMNH"	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1108749	"occ"	NA	NA	71401	"Temnodontosaurus longirostris"	"species"	261027	""	"Temnodontosaurus longirostris"	NA	"species"	261027	"Early Sinemurian"	""	196.5	189.6	"McGowan"	1974	45402	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Temnodontosaurus"	NA	NA	NA	""	-1.1484	52.75	"BMNH 36182, near-complete skeleton"	"Barrow-on-Soar"	NA	""	"UK"	"England"	"Leicestershire"	"based on nearby landmark"	"2"	"small collection"	"Barrow-on-Soar (Barrow-Upon-Soar), Leicestershire, England."	"gp_mid"	11.01	40.2	"315"	"UK"	""	""	"Lias"	""	"bed"	""	""	""	""	NA	NA	NA	"bucklandi zone, Lower Lias"	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	"medium"	""	"snapshot"	""	"dispersed"	""	""	NA	"frequent"	""	""	""	"taxonomic"	"mechanical,field collection,survey of museum collection"	"BMNH"	""	""	NA	"Wood"	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1108750	"occ"	NA	NA	41815	"Temnodontosaurus longirostris"	"species"	261027	""	"Temnodontosaurus longirostris"	NA	"species"	261027	"Planorbis"	""	201.3	196.5	"McGowan"	1974	45402	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Temnodontosaurus"	NA	NA	NA	""	-3.35	51.116669	"SCC 1, anterior portion of imperfect skeleton"	"Street, Somerset"	NA	""	"UK"	""	"Somerset"	"estimated from map"	"minutes"	"outcrop"	"coordinates of village Watchet"	"gp_mid"	8.89	35.93	"315"	"UK"	""	""	""	""	"member"	""	""	""	""	NA	NA	NA	"planorbis zone"	""	"\"siliciclastic\""	""	""	""	""	""	""	""	""	""	"shallow subtidal indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1108753	"occ"	NA	NA	41815	"Leptonectes cf. tenuirostris"	"species"	170705	""	"Leptonectes tenuirostris"	NA	"species"	171204	"Planorbis"	""	201.3	196.5	"Lomax and Massare"	2012	45406	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Leptonectes"	NA	NA	NA	""	-3.35	51.116669	"CAMSM J 13579 (incomplete skeleton), and CAMSM J 35178 (an embryo-stage individual, partial skeleton)"	"Street, Somerset"	NA	""	"UK"	""	"Somerset"	"estimated from map"	"minutes"	"outcrop"	"coordinates of village Watchet"	"gp_mid"	8.89	35.93	"315"	"UK"	""	""	""	""	"member"	""	""	""	""	NA	NA	NA	"planorbis zone"	""	"\"siliciclastic\""	""	""	""	""	""	""	""	""	""	"shallow subtidal indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1109785	"occ"	NA	NA	140543	"Ophthalmosaurus natans"	"species"	173198	""	"Ophthalmosaurus natans"	NA	"species"	96492	"Late Callovian"	"Middle Oxfordian"	164.7	155.7	"Massare and Young"	2005	45529	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Ophthalmosaurus"	NA	NA	NA	""	-104.116112	44.553612	"UW34653, partial skeleton in a concretion"	"Redwall area"	NA	"Icthyosaur locality"	"US"	"Wyoming"	"Natrona"	"estimated from map"	"seconds"	"small collection"	"Northwest Natrona County, University of Wyoming location VP-2002-02"	"gp_mid"	-34.49	30.9	"101"	"US"	""	"Sundance"	""	"Redwater Shale"	""	""	""	""	""	NA	NA	NA	"Specimen found 2.5m below the lower Camptonectes bed, which is less than 20m thick at this location."	""	"\"shale\""	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"concretion"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"bulk,field collection"	""	""	""	NA	"University of Wyoming"	"July 2002"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1121621	"occ"	NA	NA	142299	"Ophthalmosaurus icenicus"	"species"	170921	""	"Ophthalmosaurus icenicus"	NA	"species"	170921	"Middle Callovian"	""	164.7	161.2	"Araujo et al."	2008	46193	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Ophthalmosaurus"	NA	NA	1	"individuals"	-0.233333	52.566666	"This specimen (NMING F21787) consists of an almost complete pectoral girdle (Fig. 7), both humeri, 80 paddle bones including one complete paddle (Fig. 8A)"	"Peterborough area, Leeds Collection at National Museum of Ireland"	NA	""	"UK"	"England"	"Cambridgeshire"	"based on nearby landmark"	"minutes"	"local area"	"The exact locations of many early specimens are unknown but were excavated from the many clay pits around the city."	"gp_mid"	18.56	35.95	"315"	"UK"	""	"Oxford Clay"	"Ancholme"	"Peterborough"	"bed"	"Sigaloceras enodatum - Kosmoceras phaeinum"	""	""	""	NA	NA	NA	"\"One clear drawback of this collection, however, is that no precise information about the geological horizon was provided for any of the Dublin Leeds specimens. Andrews (1910) states that ‘the horizon at which [Oxford Clay] reptilian bones occur is that characterised by the presence of the “Ornatus” group of Ammonites’ (p. vi), particularly Cosmoceras gulielmii. Arkell (1933 in Duff 1975) further specified the zone in which reptile remains are found, to Kosmoceras jason (Middle Callovian). The Dublin Leeds Collection therefore probably originated from this zone of the ‘Lower Oxford Clay’. Although precise stratigraphic positions can retrospectively be determined for some of Alfred Leeds’ specimens from his excavation records in the ‘Eyebury Register’, the only notes relating to the Dublin specimens do not contain salient information\" (Araujo et al. 2008, p. 20).\r\nThe Peterborough Member (Sigiloceras enodatum (S. calloviense Zone)–Kosmoceras phaeinum (Peltoceras athleta Zone) ammonite Subzone: late Early–early Late Callovian, Middle Jurassic, previously termed the ‘lower Oxford Clay’"	"\"The Lower Oxford Clay is composed predominantly of organic-rich mudstones that on exposure rapidly develop a shale-like fissility\" (Hudson & Martill 1991, p. 20-21)"	"mudstone"	""	"lithified"	"carbonaceous"	"Y"	""	""	""	""	""	"offshore"	""	"\"accumulated in a wide, shallow (30–50 m deep) epeiric sea\""	"macrofossils"	"many"	"many"	"skeletons,skulls"	""	NA	NA	""	"body"	"excellent"	"parautochthonous"	""	""	""	""	"abundant"	NA	"occasional"	""	""	""	"general faunal/floral"	"selective quarrying,surface (in situ),mechanical,survey of museum collection"	""	""	""	NA	"A. N. Leeds, Esq., F.G.S."	"November 1893"	"NMINH (National Museum of Ireland—Natural History)\r\nThe collection was amassed by Alfred Leeds between c. 1867 and 1917 (Leeds 1956) when he assumed the management of his family’s farm in the Peterborough district, Cambridgeshire. Charles Leeds, his elder brother, occupied a minor role in the collection of specimens before he emigrated to New Zealand in 1887."	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1123401	"occ"	NA	NA	142346	"Platypterygius n. sp. sachicarum"	"species"	263109	""	"Platypterygius sachicarum"	NA	"species"	263109	"Early Aptian"	""	125.45	122.46	"Paramo"	1997	46222	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	-73.533333	5.466667	"DON 19671 - type (skull)"	"Loma Pedro Luis"	NA	"Villa de Leyva, Villa de Leiva"	"CO"	"Boyaca"	""	"based on nearby landmark"	"minutes"	"small collection"	""	"gp_mid"	-31.56	6.55	"203"	"CO"	""	"Paja"	""	""	"bed"	""	""	""	""	NA	NA	NA	"Hampe 2005: Paramo (1997) described the well preserved skull of the ophthalmosaurid Platypterygius sachicarum from Loma Pedro Luis about 1.5 km N of Villa de Leyva (early Aptian, Fig. 1) and there are several undescribed ichthyosaur specimens consisting of partial skulls and vertebral columns (pers. observ.) from this area."	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1125525	"occ"	NA	NA	142710	"Eurhinosaurus longirostris"	"species"	170893	""	"Eurhinosaurus longirostris"	NA	"species"	171198	"Early Toarcian"	""	183	182	"Reisdorf et al."	2011	46309	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Eurhinosaurus"	NA	NA	NA	""	8.56	47.880001	"Skull"	"Staffelegg"	NA	"Ichthyosaur locality"	"CH"	""	""	"estimated from map"	"2"	"small collection"	"Claypit ca. 200 m north of the Staffelegg-pass at an altitude of 621 m"	"gp_mid"	26.56	38.51	"305"	"CH"	""	"Staffelegg"	""	"Rietheim"	"bed"	""	""	""	""	NA	NA	NA	""	""	"\"limestone\""	""	""	""	"Y"	""	""	""	""	""	"carbonate indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"concretion"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	"Carol Sporli"	"1981"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1125526	"occ"	NA	NA	142711	"n. gen. Excalibosaurus n. sp. costini"	"species"	170892	""	"Excalibosaurus costini"	NA	"species"	170892	"Sinemurian"	""	199.3	190.8	"McGowan"	2003	46310	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Excalibosaurus"	NA	NA	NA	""	-3.265	51.185833	"BRSMG Cc881, partial skeleton"	"Lilstock"	NA	"Excalibosaurus costini type locality"	"UK"	"Somerset"	""	"estimated from map"	"seconds"	"small collection"	"Near Lilstock, on the beach"	"gp_mid"	9.84	37.5	"315"	"UK"	""	""	""	""	"group of beds"	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,mold/impression"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	"1984"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1125527	"occ"	NA	NA	142712	"Excalibosaurus costini"	"species"	170892	""	"Excalibosaurus costini"	NA	"species"	170892	"Sinemurian"	""	199.3	190.8	"McGowan"	2003	46310	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Excalibosaurus"	NA	NA	NA	""	-3.330278	51.183613	"Near-complete skeleton, ROM 47697"	"Watchet"	NA	"Excalibosaurus costini"	"UK"	"Somerset"	""	"estimated from map"	"seconds"	"small collection"	"Near Watchet, on the beach"	"gp_mid"	9.8	37.48	"315"	"UK"	""	""	""	""	"group of beds"	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	"ROM"	""	""	NA	"Peter Langham"	"1996"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1125528	"occ"	NA	NA	142713	"Platypterygius campylodon"	"species"	265896	"recombined as"	"Pervushovisaurus campylodon"	NA	"species"	171431	"Cenomanian"	""	100.5	93.9	"Wittler"	2001	46311	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Pervushovisaurus"	NA	NA	NA	""	7.27	52.990002	""	"Wallmeyer Quarry"	NA	"Ichthyosaur locality"	"DE"	""	""	"estimated from map"	"2"	"small collection"	"Wallmeyer & Co. Quarry on the southern edge of the Teutoburg Forest in the federal highway 219 between the villages Dörenthe and Ibbenbüren"	"gp_mid"	23.08	48.59	"315"	"DE"	""	""	""	""	"bed"	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1125530	"occ"	NA	NA	138036	"Brachypterygius n. sp. zhuravlevi"	"species"	170920	"recombined as"	"Grendelius zhuravlevi"	NA	"species"	170920	"Tithonian"	""	152.1	145	"Arkhangelsky"	1998	46313	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Brachypterygius"	NA	NA	NA	""	48.849998	51.75	"(precise locality data unknown - in Russian)"	"Brick factory spoil heap, Gornyi"	NA	"Gornyy"	"RU"	"Saratov"	""	"estimated from map"	"seconds"	"small collection"	""	"gp_mid"	50.79	42.31	"302"	"RU"	""	""	""	""	""	""	""	""	""	NA	NA	NA	"Lower Volgian (=Tithonian)"	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1125543	"occ"	NA	NA	142714	"n. gen. Khudiakovia n. sp. calloviensis"	"species"	265520	""	"Khudiakovia calloviensis"	NA	"species"	265520	"Callovian"	""	166.1	163.5	"Arkhangelsky"	1999	46314	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Ophthalmosaurus"	NA	NA	NA	""	48.849998	51.75	""	"near Saratov (PROXY)"	NA	"Khudiakovia calloviensis type"	"RU"	"Saratov"	""	"estimated from map"	"seconds"	"small collection"	"Location estimated from other Khudiakovia calloviensis localities"	"gp_mid"	57.38	43.74	"302"	"RU"	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
