occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc_1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
1313354,occ,NA,NA,176256,Ichthyosaurus platyodon,species,171540,recombined as,Proteosaurus platyodon,NA,species,171540,Late Sinemurian,NA,196.5,189.6,Dollo,1909,29875,Chordata,Reptilia,Ichthyosauria,Proteosauridae,Proteosaurus,NA,NA,1,individuals,5.809444,49.68,NA,"Stockem, Arlon",NA,NA,BE,Luxembourg,NA,NA,seconds,NA,"Station d'Arlon au pied de la tranchée de chemin de fer. Suburbus of Arlon, near Stockem",gp_mid,17.85,39.35,315,BE,NA,Luxembourg,NA,Virton,bed,NA,NA,NA,NA,NA,NA,NA,"l'ichthyosaure d'Arlon Station a été découvert ""dans un banc durci de grès calcareux, . . . dans le faciès argilo-sableux du Grès de Virton"" [=Virton Member of the Luxembourg Formation]","l'ichthyosaure d'Arlon Station a été découvert ""dans un banc durci de grès calcareux, . . . dans le faciès argilo-sableux du Grès de Virton""",sandstone,NA,NA,calcareous,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,some,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,general faunal/floral,survey of museum collection,NA,NA,NA,NA,NA,1894,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1314751,occ,NA,NA,114683,Leptonectes n. sp. solei,species,172971,NA,Leptonectes solei,NA,species,172970,Obtusum,NA,196.5,189.6,McGowan,1993,58055,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Leptonectes,NA,NA,1,individuals,-2.891,50.731998,"BRSMG Ce 9856, from Bed 85, at the base of the Asteroceras stellare Subzone of the Asteroceras obtusum Zone.",0.6 km east Charmouth,NA,NA,UK,England,Dorset,based on nearby landmark,3,outcrop,from beach at Charmouth,gp_mid,10.83,37.92,315,UK,NA,Charmouth Mudstone,Lias,Black Ven Marl,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""siliciclastic""",concretionary,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,passive margin,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,"mold/impression,adpression,concretion",NA,NA,NA,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,taxonomic,"surface (float),survey of museum collection",NA,NA,NA,NA,NA,NA,NA,Specimen in City of Bristol Museum and Art Gallery,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1314752,occ,NA,NA,176439,Leptonectes solei,species,172971,NA,Leptonectes solei,NA,species,172970,Early Sinemurian,NA,196.5,189.6,McGowan,1993,58055,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Leptonectes,NA,NA,1,individuals,-2.928,50.729,Referred specimen MHN 96270,"Church Cliff, Lyme Regis (Leptonectes solei)",NA,NA,UK,England,Dorset,based on nearby landmark,3,small collection,"Church Cliff, Lyme Regis",gp_mid,10.81,37.9,315,UK,NA,Blue Lias,Lias,NA,bed,semicostatum,NA,NA,NA,NA,NA,NA,"collected in 1984 from Church Cliff, Lyme Regis, Dorset, from the zone of Amioceras semicostatum (lower Sinemurian).",NA,not reported,NA,lithified,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,"body,adpression",medium,parautochthonous,snapshot,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,taxonomic,"surface (float),survey of museum collection",NA,NA,NA,NA,NA,1984,Collected from a fallen block beneath Church Cliff.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1314754,occ,NA,NA,176440,Ichthyosaurus n. sp. anningae,species,376491,NA,Ichthyosaurus anningae,NA,species,376491,Early Pliensbachian,NA,189.6,183,Lomax and Massare,2015,58056,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,3,individuals,-2.912778,50.733612,"Holotype: DONMG:1983.98, an incomplete skeleton comprising the skull, pectoral girdle, two humeri, anterior trunk, and scattered portions of the posterior skeleton, including two femora and an ilium. It is larger than any of the referred specimens and has more precisely known stratigraphic information. Referred specimens (NHMUK OR 35566, NHMUK OR 120) from Lyme Regis but precise locality unknown","Charmouth area, Ichthyosaurus anningae type locality",NA,NA,UK,England,Dorset,estimated from map,seconds,small collection,"Stonebarrow\r\nThe exact locality of DONMG:1983.98 is uncertain. Bed 110 crops out at three locations in the Charmouth area: Black Ven, Westhay Cliff, and on the foreshore west of Seatown. Approximate locality is given here.",gp_mid,14.29,38.98,315,UK,NA,Charmouth Mudstone,Lias,Stonebarrow Marls,bed,polymorphus,NA,NA,NA,NA,NA,NA,"From bed 110, polymorphus subzone of the jamesoni Zone, Stonebarrow Marl Member of the Charmouth Mudstone Formation",NA,marl,NA,NA,NA,Y,mudstone,NA,NA,NA,Y,carbonate indet.,NA,NA,macrofossils,some,some,NA,NA,NA,NA,NA,body,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1314782,occ,NA,NA,176443,Ichthyosaurus communis,species,95786,NA,Ichthyosaurus communis,NA,species,95786,Late Sinemurian,NA,196.5,189.6,Godefroit,1995,58060,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,1,individuals,5.805,49.717999,"IRSNB R145, an incomplete skull","Bois de Beinert, Bonnert",NA,NA,BE,NA,NA,estimated from map,3,outcrop,"Possibly at quarry that existed at the time at km 4 on the left side of the road from Arlon to Bastogne, at the boundary between Bonnert and Tontelange.",gp_mid,17.82,39.38,315,BE,NA,Luxembourg,NA,NA,group of beds,oxynotum,NA,NA,NA,NA,NA,NA,"Grès de Bonnert, Luxembourg Formation, Oxynoticeras oxynotum Zone",NA,sandstone,NA,poorly lithified,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,Repository: Institut Royal des Sciences Naturelles de Belgique,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1314803,occ,NA,NA,176445,Leptonectes tenuirostris,species,170705,NA,Leptonectes tenuirostris,NA,species,171204,Pliensbachian,NA,190.8,182.7,Godefroit,1992,58061,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Leptonectes,NA,NA,1,specimens,5.806111,49.614445,"IRSNB R121, a partial left forefin",Differt,NA,NA,BE,NA,NA,based on political unit,seconds,local area,NA,gp_mid,20.86,40.04,315,BE,NA,Ethe,NA,NA,NA,davoei,NA,NA,NA,NA,NA,NA,"The Ethe Formation is l imited to Pliensbachian, and generally corresponds to the Prodactylioceras davoei Zone (Boulvain et al 2000, Geologica Belgica)",Schistes d'Ethe,marl,nodular,NA,NA,NA,claystone,NA,NA,silty,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1314865,occ,NA,NA,176450,Temnodontosaurus n. sp. nuertingensis,species,172969,NA,Temnodontosaurus nuertingensis,NA,species,172968,Early Pliensbachian,NA,189.6,183,Maisch and Hungerbühler,1997,58066,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Temnodontosaurus,NA,NA,1,individuals,9.336944,48.200558,SMNS 13488,Nuertingen,NA,NA,DE,NA,NA,based on political unit,seconds,local area,NA,gp_mid,25.04,39.5,305,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jamesoni or ibex Zones,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,Schwabische Lias gamma,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1317356,occ,NA,NA,32314,cf. Sisteronia seeleyi,species,287945,NA,Sisteronia seeleyi,NA,species,287945,Late Albian,Cenomanian,105.3,93.9,Fischer et al.,2016,58388,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Sisteronia,NA,NA,5,elements,37.75222,51.288612,Teeth,"Stoilo Quarry, Staryi Oskol",NA,Stoilen,RU,Belgorod,NA,based on nearby landmark,seconds,outcrop,"loose deposits of the Stoilo quarry, near Staryi Oskol, northeast of the Belgorod region, Russia. Coordinates are for Stoilo (Stoylo).",gp_mid,52.3,47.1,302,RU,NA,NA,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,found in loose quarry deposits,"""Glauconitic-quartz sands, including beds and lenses of phosphorite nodules""",sandstone,"glauconitic,phosphatic",NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,"Marine vertebrates inhabitited this bay of the Tethys Ocean, which formed a deep inlet from the Southeast and possessed high bioproductivity due to wind upwelling. Dinosaurs inhabited the coastal sandy and forest areas with some areas forming mangrove environments. This area, Fenno-Sarmatia, eventually separated from Asia by a longitudinal strait. The hadrosaurs possibly migrated to western Europe from this landmass.",mesofossils,NA,NA,NA,NA,NA,NA,NA,body,medium,allochthonous,NA,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,general faunal/floral,"salvage,surface (float),field collection",NA,NA,NA,NA,NA,1994-1998,NA,"Pterosaur remains are listed as from Lebedi and Stoilo quarries, but it is not clear which specimens came from which quarry.",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1317357,occ,NA,NA,32314,Ophthalmosaurinae indet.,subfamily,212185,NA,Ophthalmosaurinae,NA,subfamily,212185,Late Albian,Cenomanian,105.3,93.9,Fischer et al.,2016,58388,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,NA,NA,NA,2,elements,37.75222,51.288612,Teeth,"Stoilo Quarry, Staryi Oskol",NA,Stoilen,RU,Belgorod,NA,based on nearby landmark,seconds,outcrop,"loose deposits of the Stoilo quarry, near Staryi Oskol, northeast of the Belgorod region, Russia. Coordinates are for Stoilo (Stoylo).",gp_mid,52.3,47.1,302,RU,NA,NA,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,found in loose quarry deposits,"""Glauconitic-quartz sands, including beds and lenses of phosphorite nodules""",sandstone,"glauconitic,phosphatic",NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,"Marine vertebrates inhabitited this bay of the Tethys Ocean, which formed a deep inlet from the Southeast and possessed high bioproductivity due to wind upwelling. Dinosaurs inhabited the coastal sandy and forest areas with some areas forming mangrove environments. This area, Fenno-Sarmatia, eventually separated from Asia by a longitudinal strait. The hadrosaurs possibly migrated to western Europe from this landmass.",mesofossils,NA,NA,NA,NA,NA,NA,NA,body,medium,allochthonous,NA,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,general faunal/floral,"salvage,surface (float),field collection",NA,NA,NA,NA,NA,1994-1998,NA,"Pterosaur remains are listed as from Lebedi and Stoilo quarries, but it is not clear which specimens came from which quarry.",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1317359,occ,NA,NA,32314,Ichthyosauria indet.,unranked clade,267386,NA,Ichthyosauria,NA,unranked clade,36543,Late Albian,Cenomanian,105.3,93.9,Fischer et al.,2016,58388,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,37.75222,51.288612,"Centra, interclavicles (SSU 14/8 137/176, SSU 14/8 137/177), humeri (SSU 14/37 837/46; SSU 14/37)","Stoilo Quarry, Staryi Oskol",NA,Stoilen,RU,Belgorod,NA,based on nearby landmark,seconds,outcrop,"loose deposits of the Stoilo quarry, near Staryi Oskol, northeast of the Belgorod region, Russia. Coordinates are for Stoilo (Stoylo).",gp_mid,52.3,47.1,302,RU,NA,NA,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,found in loose quarry deposits,"""Glauconitic-quartz sands, including beds and lenses of phosphorite nodules""",sandstone,"glauconitic,phosphatic",NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,"Marine vertebrates inhabitited this bay of the Tethys Ocean, which formed a deep inlet from the Southeast and possessed high bioproductivity due to wind upwelling. Dinosaurs inhabited the coastal sandy and forest areas with some areas forming mangrove environments. This area, Fenno-Sarmatia, eventually separated from Asia by a longitudinal strait. The hadrosaurs possibly migrated to western Europe from this landmass.",mesofossils,NA,NA,NA,NA,NA,NA,NA,body,medium,allochthonous,NA,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,general faunal/floral,"salvage,surface (float),field collection",NA,NA,NA,NA,NA,1994-1998,NA,"Pterosaur remains are listed as from Lebedi and Stoilo quarries, but it is not clear which specimens came from which quarry.",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1329759,occ,NA,NA,155584,n. gen. Cartorhynchus n. sp. lenticarpus,species,341196,NA,Cartorhynchus lenticarpus,NA,species,341196,Spathian,NA,251.3,247.2,Motani et al.,2015,59220,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Cartorhynchus,NA,NA,1,individuals,117.819702,31.6206,"Anhui Geological Museum AGB6257; ""second level""",South Majiashan quarry (Nanlinghu Fm),NA,NA,CN,Anhui,NA,estimated from map,4,outcrop,"Southeastern wall of the quarry, at the south end (location and coordinates based on photograph in paper).",gp_mid,116.01,5.8,604,CN,NA,Nanlinghu,NA,NA,group of beds,Subcolumbites,NA,NA,NA,NA,NA,NA,"Upper member, Middle Spathian Subcolumbites zone according to Motani et al. (2014)",Light gray calcareous marls,marl,gray,lithified,calcareous,NA,NA,NA,NA,NA,NA,basinal (siliciclastic),NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,"body,adpression",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,2010-2012,"Repository: Geological Museum Peking University (GMPKU) and Anhui Geological Museum, Hefei (AGM)",Chaohusaurus and Chaohuperleidus collected together according to Sun et al. (2013),terrestrial,NA,actively mobile,NA,NA,NA,NA,NA,NA,phosphatic,NA,NA,NA
1329760,occ,NA,NA,155584,n. gen. Sclerocormus n. sp. parviceps,species,341198,NA,Sclerocormus parviceps,NA,species,341198,Spathian,NA,251.3,247.2,Jiang et al.,2016,59219,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Sclerocormus,NA,NA,1,individuals,117.819702,31.6206,"Anhui Geological Museum AGB6265; ""first level""",South Majiashan quarry (Nanlinghu Fm),NA,NA,CN,Anhui,NA,estimated from map,4,outcrop,"Southeastern wall of the quarry, at the south end (location and coordinates based on photograph in paper).",gp_mid,116.01,5.8,604,CN,NA,Nanlinghu,NA,NA,group of beds,Subcolumbites,NA,NA,NA,NA,NA,NA,"Upper member, Middle Spathian Subcolumbites zone according to Motani et al. (2014)",Light gray calcareous marls,marl,gray,lithified,calcareous,NA,NA,NA,NA,NA,NA,basinal (siliciclastic),NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,"body,adpression",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,2010-2012,"Repository: Geological Museum Peking University (GMPKU) and Anhui Geological Museum, Hefei (AGM)",Chaohusaurus and Chaohuperleidus collected together according to Sun et al. (2013),terrestrial,NA,actively mobile,NA,NA,NA,NA,NA,NA,phosphatic,NA,NA,NA
1362525,occ,NA,NA,185384,Ichthyosaurus n. sp. californicus,species,174769,nomen dubium,Ichthyosaurus,NA,genus,36558,Pliensbachian,Cenomanian,190.8,93.9,Camp,1942,34743,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,1,specimens,-121.207001,37.487999,NA,"UCMP V4041, Puerto Canyon",NA,NA,US,California,Stanislaus,based on nearby landmark,3,hand sample,"Near the mouth of Puerto Canyon (USGS Orestimba quadrangle), about five miles west of Paterson",gp_mid,-56.37,32.16,130,US,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,reworked chert cobble found in Quaternary stream gravels. Age range of Franciscan cherts in the Marin Headlands spans the Pliensbachian through Cenomanian.,"""Dr. N. L. Taliaferro, who reports that the rock is: a red radiolarian chert identical with those so common in the Franciscan. This particular chert is identical with the cherts in the Franciscan [within five or six miles of the locality of occurrence]... many thin sections of which I have examined. The Radiolaria and the chert itself are completely recrystallized to a fine granular mosaic of quartz.... Minute granules and needles of zoisite and epidote are fairly abundant, . . . probably representing the recrystallization of small amounts of impurities originally present. The recrystallization shown by this chert could have been caused by deep burial under a thick prism of sediments such as actually accumulated in that particular region, or from heat developed from a nearby intrusive such as the ordinary serpentine or basalts of the Franciscan.""",chert,red,lithified,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,none,NA,NA,skulls,NA,NA,NA,body,medium,parautochthonous,NA,NA,NA,random,rare,NA,frequent,NA,NA,NA,taxonomic,surface (float),UCMP,NA,NA,NA,John Hammond,1940,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1377841,occ,NA,NA,188429,Ichthyosaurus communis,species,95786,NA,Ichthyosaurus communis,NA,species,95786,Late Sinemurian,NA,196.5,189.6,Dollo,1909,29875,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,1,individuals,5.809444,49.68,NA,Arlon suburbs,NA,NA,BE,Luxembourg,NA,NA,seconds,NA,Station d'Arlon au pied de la tranchée de chemin de fer. Suburbus of Arlon,gp_mid,17.85,39.35,315,BE,NA,Luxembourg,NA,Virton,bed,NA,NA,NA,NA,NA,NA,NA,"l'ichthyosaure d'Arlon Station a été découvert ""dans un banc durci de grès calcareux, . . . dans le faciès argilo-sableux du Grès de Virton"" [=Virton Member of the Luxembourg Formation]","l'ichthyosaure d'Arlon Station a été découvert ""dans un banc durci de grès calcareux, . . . dans le faciès argilo-sableux du Grès de Virton""",sandstone,NA,NA,calcareous,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,some,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,general faunal/floral,survey of museum collection,NA,NA,NA,NA,NA,1894,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1378800,occ,NA,NA,188665,Chaohusaurus chaoxianensis,species,375339,NA,Chaohusaurus chaoxianensis,NA,species,375339,Olenekian,NA,251.2,247.2,Zhou et al.,2017,63292,Chordata,Reptilia,Ichthyosauria,Grippiidae,Chaohusaurus,NA,NA,3,specimens,117.822784,31.624428,NA,Majiashan Quarry,NA,NA,CN,Anhui,NA,estimated from map,6,NA,"Majiashan Quarry of Chaohu, Anhui Province",gp_mid,116.02,5.81,604,CN,NA,Nanlinghu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Specimens GMPKU-P-3086 and P-3101 were excavated from Bed 633 (Fig. 2), whereas\r\nspecimen GMPKU-P-3188 is from Bed 617. C. brevifemoralis specimens come from beds 621–638 (about 248.53–248.34 Ma), that were previously dated using astrochronology (Fu et al., 2016).",argillaceous limestone,"""limestone""",NA,NA,argillaceous,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,"body,original phosphate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,general faunal/floral,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1384356,occ,NA,NA,189823,Leptopterygius sp.,genus,36559,subjective synonym of,Leptonectes,NA,genus,150185,Rhaetian,NA,208.5,201.3,Zapfe,1976,63818,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Leptonectes,NA,NA,NA,NA,16.085278,48.152222,A single gigantic centrum,Neumühle quarry,NA,NA,DE,Vienna,NA,estimated from map,seconds,NA,Rough estimate based on a map in the paper,gp_mid,23.89,37.02,305,DE,NA,Kössener Schichten,NA,NA,NA,Cochloceras suessi,NA,NA,NA,NA,NA,NA,NA,NA,"""shale""",NA,lithified,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,general faunal/floral,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1394192,occ,NA,NA,138123,Cymbospondylus ? sp.,genus,36550,NA,Cymbospondylus,NA,genus,36550,Anisian,NA,247.2,242,Kuhn,1942,64860,Chordata,Reptilia,Ichthyosauria,Cymbospondylidae,Cymbospondylus,NA,NA,1,specimens,11.767778,51.217499,"vertebra, other fragments",Freyburg,NA,NA,DE,Saxony-Anhalt,Bergenlandkreis,based on political unit,seconds,small collection,Freyburg on the Unstrut River,gp_mid,29.88,30.16,305,DE,NA,Jena,Muschelkalk,Schaumkalkbänke,group of beds,NA,NA,NA,NA,NA,NA,NA,Upper lower Muschelkalk - Schaumkalk,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1394193,occ,NA,NA,138123,Mixosaurus atavus,species,172828,recombined as,Phalarodon atavus,NA,species,172825,Anisian,NA,247.2,242,Kuhn,1942,64860,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Phalarodon,NA,NA,1,specimens,11.767778,51.217499,vertebra,Freyburg,NA,NA,DE,Saxony-Anhalt,Bergenlandkreis,based on political unit,seconds,small collection,Freyburg on the Unstrut River,gp_mid,29.88,30.16,305,DE,NA,Jena,Muschelkalk,Schaumkalkbänke,group of beds,NA,NA,NA,NA,NA,NA,NA,Upper lower Muschelkalk - Schaumkalk,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1394194,occ,NA,NA,138123,Mixosaurus aff. atavus,species,172828,recombined as,Phalarodon atavus,NA,species,172825,Anisian,NA,247.2,242,Kuhn,1942,64860,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Phalarodon,NA,NA,1,specimens,11.767778,51.217499,vertebra,Freyburg,NA,NA,DE,Saxony-Anhalt,Bergenlandkreis,based on political unit,seconds,small collection,Freyburg on the Unstrut River,gp_mid,29.88,30.16,305,DE,NA,Jena,Muschelkalk,Schaumkalkbänke,group of beds,NA,NA,NA,NA,NA,NA,NA,Upper lower Muschelkalk - Schaumkalk,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1394195,occ,NA,NA,138123,Tholodus schmidi,species,263041,NA,Tholodus schmidi,NA,species,263041,Anisian,NA,247.2,242,Kuhn,1942,64860,Chordata,Reptilia,Ichthyosauria,Omphalosauridae,Tholodus,NA,NA,1,specimens,11.767778,51.217499,dentary,Freyburg,NA,NA,DE,Saxony-Anhalt,Bergenlandkreis,based on political unit,seconds,small collection,Freyburg on the Unstrut River,gp_mid,29.88,30.16,305,DE,NA,Jena,Muschelkalk,Schaumkalkbänke,group of beds,NA,NA,NA,NA,NA,NA,NA,Upper lower Muschelkalk - Schaumkalk,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1406832,occ,NA,NA,194419,Ichthyosauria indet.,unranked clade,267386,NA,Ichthyosauria,NA,unranked clade,36543,Rhaetian,NA,208.5,201.3,Lomax et al.,2017,66026,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,1,specimens,-3.265,51.185833,BRSMG Cg2488,Lilstock,NA,NA,UK,Somerset,NA,estimated from map,seconds,small collection,"lower part of the intertidal area [ST 185 457] near Lilstock, Somerset.",gp_mid,8.63,33.76,315,UK,NA,Westbury Mudstone,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,"he specimen was found in the highest part of the Westbury Mudstone Formation (Upper Triassic), 0.8 m below the junction with the Cotham Formation",NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,field collection,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
